"","V85","V86","V87","V88","V89","V227","V211","V214","V248","V191","V242","V240","V141","C_COW_ALPHA","V84","V103","V29","V28","V25","V30","V32","V34","V35","V116","V115","V227.1","V229","V191.1","V248.1","V118","V115.1","V105"
"8102",2,3,3,3,3,1,1,2,2,2,47,2,NA,"BRA",2,4,0,0,2,0,0,0,0,4,4,1,1,2,2,4,4,4
"8103",1,2,2,1,1,1,3,2,7,4,46,2,1,"BRA",4,4,0,0,0,0,0,0,0,2,4,1,2,4,7,4,4,4
"8104",1,2,2,2,1,2,2,2,9,4,34,2,7,"BRA",2,2,0,1,2,0,0,0,0,4,4,2,5,4,9,2,4,4
"8105",1,2,2,1,1,1,2,2,8,4,37,2,4,"BRA",2,2,0,1,0,0,0,0,0,4,2,1,1,4,8,2,2,2
"8106",1,1,1,1,2,1,2,2,9,4,61,2,4,"BRA",3,2,0,1,2,0,1,2,2,4,3,1,4,4,9,3,3,NA
"8107",3,3,3,3,3,1,1,1,2,2,66,2,10,"BRA",4,3,0,0,2,0,0,0,0,2,2,1,4,2,2,1,2,4
"8108",2,2,1,1,2,1,1,1,9,4,37,2,3,"BRA",3,3,0,0,1,0,0,0,0,3,2,1,1,4,9,1,2,4
"8109",1,2,2,2,2,1,2,2,7,4,30,2,4,"BRA",2,3,0,0,1,0,0,0,0,3,2,1,4,4,7,3,2,4
"8110",3,3,3,3,3,1,2,2,2,4,79,2,5,"BRA",4,3,0,0,2,0,0,0,0,4,4,1,4,4,2,2,4,4
"8111",2,2,2,2,2,1,1,1,3,3,43,2,7,"BRA",4,3,0,0,2,0,0,0,0,3,1,1,5,3,3,1,1,3
"8112",NA,3,2,2,2,2,3,2,6,4,39,2,NA,"BRA",3,2,1,0,1,0,0,0,0,3,2,2,7,4,6,3,2,4
"8113",2,3,2,3,2,1,1,2,2,2,55,2,5,"BRA",1,3,0,2,0,0,0,0,0,3,2,1,5,2,2,2,2,4
"8114",2,2,1,2,2,1,1,2,2,4,57,2,3,"BRA",4,4,0,0,2,0,0,0,0,2,2,1,4,4,2,2,2,3
"8115",3,3,3,3,3,1,1,2,2,1,61,2,7,"BRA",2,3,0,0,2,0,0,0,0,3,2,1,5,1,2,2,2,4
"8116",1,2,1,1,1,1,3,3,9,4,29,2,5,"BRA",1,2,0,1,0,0,0,0,0,4,3,1,2,4,9,3,3,2
"8117",1,2,3,3,3,1,3,4,6,4,46,2,5,"BRA",4,2,0,0,1,0,0,0,0,3,4,1,1,4,6,2,4,3
"8118",2,2,2,2,2,1,2,1,9,4,50,2,3,"BRA",3,2,0,0,1,0,0,0,0,4,4,1,1,4,9,3,4,4
"8119",1,3,2,2,2,1,3,2,9,4,26,2,5,"BRA",3,3,0,0,1,0,0,0,0,3,2,1,2,4,9,2,2,4
"8120",1,2,1,2,2,1,2,2,9,4,25,2,5,"BRA",2,3,0,1,1,1,0,0,0,4,4,1,1,4,9,3,4,4
"8121",1,3,3,3,3,1,1,1,9,4,66,2,5,"BRA",3,1,1,0,2,0,1,2,0,2,2,1,4,4,9,2,2,2
"8122",1,2,3,2,2,1,3,2,7,4,47,2,1,"BRA",2,2,0,0,2,0,0,0,0,4,4,1,5,4,7,2,4,4
"8123",2,3,3,3,2,1,4,3,6,2,30,2,6,"BRA",1,3,0,2,2,0,0,0,0,3,2,1,7,2,6,3,2,4
"8124",2,2,3,3,2,1,2,1,2,3,39,2,5,"BRA",2,4,0,0,0,0,0,0,0,3,2,1,5,3,2,2,2,4
"8125",2,2,3,2,2,2,2,1,7,4,23,2,9,"BRA",2,2,0,0,2,0,0,0,0,2,1,2,5,4,7,1,1,4
"8126",3,3,3,3,3,1,2,1,2,4,32,2,NA,"BRA",3,2,0,0,0,0,0,0,0,4,4,1,5,4,2,4,4,4
"8127",2,3,3,3,3,1,1,2,7,4,34,2,6,"BRA",4,4,0,0,2,0,0,0,0,4,4,1,5,4,7,4,4,4
"8128",3,3,3,3,3,3,2,2,2,4,71,2,1,"BRA",4,3,0,0,2,0,0,0,0,4,4,3,4,4,2,4,4,4
"8129",3,3,3,3,3,1,2,2,2,4,46,2,9,"BRA",4,2,0,0,1,0,0,0,0,4,1,1,5,4,2,2,1,4
"8130",3,3,3,3,3,1,1,2,6,4,32,2,5,"BRA",4,3,0,0,1,0,0,0,0,4,1,1,1,4,6,1,1,4
"8131",2,2,2,2,2,1,2,2,2,4,34,2,5,"BRA",2,3,0,0,2,0,0,0,0,3,2,1,7,4,2,2,2,4
"8132",2,2,2,1,2,1,1,1,3,4,29,2,1,"BRA",4,4,0,0,0,0,0,0,0,4,4,1,1,4,3,3,4,4
"8133",1,2,3,3,3,1,1,1,8,4,53,2,6,"BRA",2,2,1,0,2,0,0,0,0,4,2,1,1,4,8,2,2,4
"8134",1,3,3,3,3,1,2,2,6,4,42,2,6,"BRA",4,2,0,0,2,0,0,0,0,4,2,1,5,4,6,2,2,4
"8135",2,2,2,3,2,3,2,1,7,4,18,2,6,"BRA",2,4,0,0,1,0,0,0,0,4,4,3,7,4,7,3,4,4
"8136",2,3,3,3,3,1,4,2,7,2,62,2,1,"BRA",4,2,0,0,2,0,0,0,0,4,3,1,5,2,7,2,3,4
"8137",1,3,1,2,1,1,2,2,9,4,38,2,3,"BRA",4,3,0,0,2,0,0,0,0,4,2,1,2,4,9,2,2,3
"8138",1,3,1,3,3,2,2,2,2,4,60,2,1,"BRA",3,4,0,0,2,0,0,0,0,4,4,2,5,4,2,4,4,4
"8139",2,3,3,3,3,1,3,3,2,4,68,2,6,"BRA",4,3,0,0,2,0,0,0,0,4,4,1,4,4,2,2,4,4
"8140",1,3,1,3,2,1,2,2,8,4,32,2,8,"BRA",2,2,0,0,2,0,0,0,0,4,2,1,5,4,8,3,2,3
"8141",2,2,2,3,3,1,2,2,7,4,68,2,4,"BRA",2,3,0,0,0,0,0,0,0,2,2,1,4,4,7,2,2,3
"8142",1,2,3,3,3,3,1,2,2,2,42,2,2,"BRA",4,4,0,0,1,0,0,0,0,4,4,3,3,2,2,4,4,4
"8143",1,3,1,1,2,3,2,2,7,4,53,2,10,"BRA",4,4,0,0,0,0,0,0,0,4,4,3,3,4,7,4,4,4
"8144",2,3,3,2,2,1,2,1,7,4,42,2,7,"BRA",3,2,0,0,2,0,0,0,0,2,2,1,1,4,7,2,2,3
"8145",2,2,2,1,2,1,2,1,8,4,44,2,7,"BRA",3,NA,0,0,0,0,0,0,0,3,2,1,1,4,8,2,2,2
"8146",1,2,1,2,2,1,4,2,9,4,28,2,6,"BRA",1,1,0,0,2,0,0,0,0,4,4,1,5,4,9,4,4,2
"8147",3,3,3,3,3,2,1,1,7,4,45,2,7,"BRA",3,4,0,0,2,0,2,0,0,2,2,2,5,4,7,2,2,4
"8148",3,3,3,3,3,1,4,3,9,4,44,2,4,"BRA",2,2,0,0,2,0,0,0,0,4,2,1,1,4,9,2,2,4
"8149",3,3,3,3,3,1,4,1,2,4,63,2,NA,"BRA",4,1,0,0,2,0,0,0,0,4,1,1,4,4,2,3,1,3
"8150",1,3,2,2,2,1,2,2,9,4,35,2,5,"BRA",2,2,0,0,2,0,0,0,0,4,2,1,3,4,9,4,2,3
"8151",1,3,1,3,2,1,2,2,6,3,33,2,8,"BRA",2,3,0,0,0,0,0,0,0,4,4,1,5,3,6,4,4,3
"8152",1,3,1,1,2,1,2,2,7,3,29,2,9,"BRA",2,4,0,0,2,0,0,0,0,4,2,1,5,3,7,3,2,4
"8153",1,3,3,3,3,1,2,2,7,2,32,2,9,"BRA",4,4,0,0,2,0,0,0,0,4,4,1,5,2,7,3,4,3
"8154",3,3,3,3,3,1,2,2,7,3,28,2,9,"BRA",4,3,0,0,2,0,0,0,0,4,4,1,3,3,7,3,4,3
"8155",1,3,3,3,3,1,3,2,2,3,60,2,7,"BRA",4,2,0,0,2,0,0,0,0,4,2,1,4,3,2,3,2,2
"8156",1,3,3,3,3,1,2,2,7,3,44,2,7,"BRA",4,2,0,0,1,0,0,0,0,3,2,1,7,3,7,3,2,3
"8157",1,2,2,2,1,1,1,1,3,2,28,2,1,"BRA",4,4,0,0,0,0,0,0,0,4,4,1,7,2,3,2,4,4
"8158",2,3,2,2,2,1,2,2,7,4,28,2,8,"BRA",4,4,0,0,0,0,0,0,0,3,3,1,1,4,7,2,3,2
"8159",1,3,2,2,2,1,1,1,7,4,57,2,10,"BRA",3,2,0,0,2,0,0,0,0,4,2,1,1,4,7,2,2,4
"8160",1,2,2,2,2,1,2,2,2,2,33,2,3,"BRA",4,3,0,0,2,0,0,0,0,3,2,1,5,2,2,3,2,4
"8161",2,2,2,2,2,1,1,1,6,4,29,2,8,"BRA",3,2,0,0,0,0,0,0,0,3,3,1,5,4,6,3,3,2
"8162",2,2,2,2,2,1,3,2,2,2,41,2,3,"BRA",4,3,0,2,0,0,0,0,0,3,3,1,1,2,2,3,3,3
"8163",2,2,3,3,3,1,1,1,2,2,70,2,5,"BRA",4,2,0,0,2,0,0,0,0,2,2,1,4,2,2,2,2,4
"8164",1,1,2,1,2,1,1,2,7,4,25,2,3,"BRA",2,3,0,0,2,0,2,2,0,4,4,1,1,4,7,2,4,4
"8165",3,3,3,3,3,1,2,2,3,3,63,2,8,"BRA",3,3,0,0,2,0,0,0,0,4,2,1,4,3,3,4,2,2
"8166",1,3,3,1,3,1,2,2,5,4,64,2,3,"BRA",3,3,0,0,2,0,0,0,0,4,4,1,4,4,5,3,4,3
"8167",3,3,3,3,3,1,2,2,3,3,75,2,7,"BRA",2,1,0,0,1,0,0,0,0,3,3,1,4,3,3,3,3,1
"8168",1,3,3,3,3,1,2,2,7,2,28,2,2,"BRA",2,3,0,0,2,0,0,0,0,4,3,1,7,2,7,4,3,3
"8169",3,3,3,3,3,1,2,2,5,3,62,2,4,"BRA",4,4,0,0,2,0,0,0,0,4,4,1,4,3,5,4,4,2
"8170",1,3,3,3,3,1,2,2,3,3,45,2,5,"BRA",2,2,0,0,1,0,0,0,0,4,2,1,7,3,3,3,2,2
"8171",3,3,3,3,3,1,3,2,7,2,41,2,6,"BRA",2,2,0,0,2,0,0,0,0,3,2,1,5,2,7,2,2,3
"8172",1,3,3,3,3,1,2,2,9,3,32,2,3,"BRA",2,4,0,0,2,0,0,0,0,4,3,1,1,3,9,3,3,3
"8173",3,3,3,3,3,1,2,2,7,3,55,2,4,"BRA",4,1,0,0,2,0,0,0,0,4,4,1,4,3,7,4,4,2
"8174",1,1,1,1,1,1,2,1,9,4,30,2,9,"BRA",2,2,0,0,2,0,2,0,0,3,2,1,1,4,9,2,2,3
"8175",3,NA,3,3,3,1,2,2,9,2,24,2,1,"BRA",4,2,0,0,2,0,1,0,0,4,4,1,7,2,9,4,4,4
"8176",1,3,1,NA,1,1,2,2,9,4,58,2,7,"BRA",4,2,0,0,1,0,0,0,0,3,2,1,5,4,9,3,2,2
"8177",1,3,3,3,3,3,3,2,7,4,31,2,NA,"BRA",4,3,0,0,1,0,0,0,0,4,3,3,1,4,7,2,3,4
"8178",1,2,1,2,2,1,1,1,9,4,31,2,5,"BRA",2,4,0,0,1,2,1,0,0,3,3,1,2,4,9,3,3,4
"8179",3,3,3,3,3,1,1,1,7,4,44,2,5,"BRA",4,4,0,0,1,0,0,0,0,4,3,1,1,4,7,4,3,4
"8180",2,3,1,3,3,3,4,3,7,4,31,2,10,"BRA",3,3,0,0,0,0,0,0,0,4,2,3,1,4,7,2,2,4
"8181",3,3,3,3,3,1,2,1,8,4,30,2,1,"BRA",4,2,0,0,1,0,0,0,0,4,4,1,2,4,8,4,4,4
"8182",2,3,2,3,2,1,2,1,7,4,27,2,5,"BRA",4,2,0,0,1,0,0,0,0,2,2,1,5,4,7,2,2,2
"8183",1,1,1,1,3,1,2,2,9,4,32,2,6,"BRA",3,2,0,1,0,0,0,0,0,4,2,1,2,4,9,2,2,3
"8184",1,3,3,3,3,1,4,2,7,3,27,2,5,"BRA",2,3,0,0,1,2,0,0,0,4,4,1,5,3,7,4,4,4
"8185",2,3,2,1,3,1,3,2,9,4,25,2,5,"BRA",2,2,0,1,2,0,0,0,0,3,2,1,2,4,9,2,2,2
"8186",2,3,2,3,3,1,2,2,9,3,63,2,5,"BRA",3,2,0,0,2,0,0,0,0,2,2,1,4,3,9,3,2,2
"8187",1,3,1,3,3,1,3,2,8,4,48,2,8,"BRA",2,2,0,0,2,0,0,0,0,2,2,1,1,4,8,3,2,2
"8188",2,2,1,1,3,1,2,1,7,4,92,2,7,"BRA",4,1,0,0,2,0,0,0,0,4,4,1,4,4,7,4,4,2
"8189",3,3,3,3,3,1,2,2,7,2,36,2,2,"BRA",4,2,0,0,1,0,0,0,0,4,4,1,7,2,7,4,4,4
"8190",2,NA,2,2,2,1,2,2,2,3,28,2,2,"BRA",3,2,0,0,0,0,0,0,0,3,2,1,1,3,2,3,2,3
"8191",2,NA,2,2,2,1,2,2,6,3,20,2,4,"BRA",4,2,0,0,0,0,0,0,0,4,2,1,6,3,6,3,2,3
"8192",2,NA,2,2,2,1,2,1,3,3,22,2,3,"BRA",4,2,0,0,0,0,0,0,0,3,3,1,2,3,3,3,3,3
"8193",2,2,2,2,2,1,2,1,7,3,30,2,4,"BRA",3,3,0,0,0,0,0,0,0,4,2,1,1,3,7,3,2,3
"8194",2,2,2,2,2,1,2,2,2,3,25,2,3,"BRA",4,2,0,0,0,0,0,0,0,3,3,1,7,3,2,3,3,3
"8195",2,2,2,2,2,1,2,2,7,3,45,2,2,"BRA",1,3,0,0,2,0,0,0,0,3,2,1,4,3,7,2,2,3
"8196",2,NA,2,2,2,1,2,2,9,4,36,2,2,"BRA",4,2,0,0,0,0,0,0,0,2,2,1,1,4,9,3,2,3
"8197",2,3,2,3,2,1,2,2,2,4,78,2,5,"BRA",4,1,0,0,2,0,0,0,0,2,2,1,4,4,2,2,2,3
"8198",2,NA,2,2,2,1,2,2,8,4,26,2,3,"BRA",2,3,0,0,2,0,0,0,0,2,2,1,3,4,8,2,2,4
"8199",2,3,2,2,2,1,2,2,7,4,53,2,5,"BRA",3,2,0,0,2,0,0,0,0,4,2,1,3,4,7,4,2,4
"8200",NA,NA,NA,3,NA,2,1,NA,7,NA,24,2,5,"BRA",3,3,NA,NA,NA,0,0,0,0,2,2,2,6,NA,7,2,2,4
"8201",2,3,3,2,2,2,1,2,8,3,20,2,9,"BRA",3,4,0,0,2,0,0,0,0,3,2,2,6,3,8,4,2,4
"8202",1,3,2,3,2,1,1,2,3,4,66,2,NA,"BRA",4,2,0,0,2,0,1,2,0,4,2,1,4,4,3,2,2,4
"8203",3,3,3,3,3,1,1,2,2,4,76,2,NA,"BRA",4,4,0,0,2,0,0,0,0,4,2,1,4,4,2,2,2,4
"8204",1,2,2,3,2,1,2,2,7,4,39,2,5,"BRA",4,4,0,2,NA,0,2,NA,0,4,2,1,3,4,7,4,2,4
"8205",2,3,3,3,3,1,2,2,7,4,49,2,6,"BRA",4,2,0,0,2,0,0,0,0,4,2,1,1,4,7,2,2,3
"8206",3,3,3,3,3,3,3,2,2,4,93,2,NA,"BRA",4,1,0,0,2,0,2,0,0,4,3,3,4,4,2,1,3,2
"8207",1,3,2,3,2,1,1,1,7,4,46,2,6,"BRA",1,2,0,0,2,0,2,0,0,2,2,1,5,4,7,2,2,4
"8208",3,3,2,2,2,1,2,2,3,2,47,2,5,"BRA",4,2,0,0,2,0,0,0,0,4,2,1,7,2,3,1,2,4
"8209",2,3,2,2,2,1,1,2,2,3,52,2,1,"BRA",4,3,0,2,2,0,0,0,0,2,2,1,1,3,2,2,2,2
"8210",2,2,3,3,3,1,1,2,2,4,48,2,8,"BRA",4,3,0,0,2,0,0,0,0,3,2,1,5,4,2,2,2,3
"8211",3,3,2,3,3,1,2,2,2,4,60,2,10,"BRA",4,4,0,0,2,0,0,0,0,4,2,1,5,4,2,3,2,4
"8212",1,3,3,3,3,1,2,2,2,4,52,2,5,"BRA",3,2,0,0,2,0,0,0,0,3,2,1,4,4,2,2,2,3
"8213",1,2,2,2,3,1,3,2,9,4,33,2,5,"BRA",2,2,0,1,0,0,1,0,0,4,4,1,3,4,9,4,4,4
"8214",2,3,NA,NA,3,2,3,2,NA,4,67,2,5,"BRA",2,2,0,0,2,0,0,0,0,4,3,2,4,4,NA,2,3,3
"8215",2,3,1,1,3,2,3,4,9,4,55,2,5,"BRA",2,3,0,2,2,0,2,2,0,4,4,2,1,4,9,2,4,4
"8216",3,3,2,3,3,NA,3,2,NA,4,82,2,5,"BRA",4,2,0,0,0,0,0,0,0,4,3,NA,4,4,NA,3,3,4
"8217",3,3,3,3,3,2,3,2,NA,4,74,2,6,"BRA",4,2,0,0,2,0,0,0,0,4,3,2,4,4,NA,3,3,4
"8218",1,3,2,3,3,1,2,1,3,4,58,2,1,"BRA",1,2,0,0,2,0,2,0,0,2,2,1,5,4,3,2,2,4
"8219",1,2,NA,1,2,1,2,2,8,4,50,2,2,"BRA",2,2,0,1,2,0,0,0,0,4,4,1,4,4,8,2,4,4
"8220",3,NA,3,NA,NA,2,2,2,NA,4,79,2,1,"BRA",4,1,0,0,0,0,0,0,0,2,2,2,4,4,NA,2,2,1
"8221",NA,NA,2,NA,2,1,2,1,7,4,35,2,10,"BRA",3,2,0,0,2,0,0,0,0,3,2,1,3,4,7,2,2,4
"8222",NA,3,NA,NA,NA,1,1,1,2,2,47,2,10,"BRA",3,2,0,0,2,0,2,0,0,3,2,1,3,2,2,2,2,3
"8223",3,3,2,2,2,1,2,1,NA,4,63,2,10,"BRA",4,3,0,0,2,0,0,0,0,2,1,1,5,4,NA,2,1,4
"8224",2,2,2,1,2,1,3,1,7,4,52,2,1,"BRA",3,2,0,0,2,0,2,0,0,2,2,1,2,4,7,2,2,4
"8225",1,NA,1,2,1,1,3,1,2,2,30,2,1,"BRA",4,4,0,0,0,0,0,0,0,4,3,1,7,2,2,3,3,4
"8226",1,3,3,3,3,1,2,1,2,4,51,2,7,"BRA",4,1,0,0,2,0,2,0,0,4,4,1,7,4,2,4,4,3
"8227",2,NA,2,NA,2,1,2,1,6,4,54,2,10,"BRA",2,2,0,0,2,0,2,0,0,2,2,1,1,4,6,2,2,4
"8228",2,NA,2,NA,NA,1,1,1,7,3,25,2,10,"BRA",3,2,0,0,2,0,0,0,0,3,2,1,3,3,7,2,2,4
"8229",2,3,NA,NA,NA,1,1,1,1,2,66,2,10,"BRA",3,2,0,0,2,0,0,0,0,3,2,1,7,2,1,2,2,3
"8230",2,NA,2,2,1,1,1,1,5,3,34,2,10,"BRA",2,2,0,0,1,0,0,0,0,2,2,1,3,3,5,2,2,4
"8231",2,2,2,2,2,1,1,1,5,4,25,2,10,"BRA",2,2,0,1,2,0,0,0,0,3,2,1,1,4,5,2,2,3
"8232",2,3,3,3,NA,1,1,1,2,2,46,2,10,"BRA",3,2,0,0,2,0,2,0,0,2,2,1,5,2,2,2,2,3
"8233",3,3,3,3,3,1,2,2,6,4,60,2,6,"BRA",2,1,0,0,2,0,0,0,0,4,4,1,3,4,6,3,4,NA
"8234",1,3,3,3,3,2,2,2,2,1,43,2,6,"BRA",4,2,0,0,2,0,0,0,0,4,4,2,7,1,2,4,4,3
"8235",3,3,NA,3,3,1,2,2,3,4,54,2,5,"BRA",2,3,0,0,2,0,0,0,0,NA,4,1,1,4,3,4,4,NA
"8236",1,2,3,3,3,1,2,2,8,4,23,2,6,"BRA",3,2,0,0,2,0,0,0,0,4,3,1,6,4,8,2,3,2
"8237",3,2,2,2,2,1,2,2,6,4,37,2,4,"BRA",3,2,1,0,1,0,1,0,0,4,4,1,1,4,6,4,4,3
"8238",1,3,3,3,3,1,2,2,7,4,50,2,6,"BRA",2,1,0,0,2,0,0,0,NA,4,2,1,5,4,7,1,2,3
"8239",2,3,2,2,2,1,1,2,3,4,41,2,1,"BRA",3,2,0,0,1,0,0,0,0,4,4,1,1,4,3,4,4,4
"8240",1,3,2,3,2,1,3,1,9,3,38,2,6,"BRA",1,2,0,0,2,0,2,2,0,3,2,1,7,3,9,3,2,3
"8241",2,3,2,3,2,1,2,2,3,4,48,2,4,"BRA",2,1,0,0,1,0,0,0,0,1,2,1,5,4,3,2,2,4
"8242",3,3,3,3,3,1,3,2,2,4,61,2,1,"BRA",4,2,0,0,2,0,0,0,0,4,2,1,5,4,2,NA,2,4
"8243",1,3,2,3,3,3,1,2,2,4,77,2,10,"BRA",2,3,0,0,2,0,0,2,0,3,4,3,5,4,2,2,4,4
"8244",3,3,3,3,3,1,2,2,2,4,57,2,9,"BRA",4,2,0,0,2,0,2,0,0,3,3,1,4,4,2,3,3,4
"8245",2,3,3,3,3,1,1,2,2,2,59,2,1,"BRA",2,1,0,0,2,0,2,0,0,4,2,1,5,2,2,2,2,4
"8246",1,3,2,2,2,2,3,2,2,3,38,2,1,"BRA",4,3,0,0,2,0,0,0,0,4,3,2,5,3,2,3,3,4
"8247",1,3,3,3,3,2,2,2,6,4,53,2,7,"BRA",2,3,0,0,2,0,0,0,0,4,4,2,4,4,6,3,4,NA
"8248",3,3,3,3,3,1,1,2,9,4,32,2,5,"BRA",4,3,0,0,2,0,0,0,0,3,3,1,3,4,9,4,3,3
"8249",1,2,NA,NA,NA,1,2,2,7,4,60,2,4,"BRA",4,2,0,0,0,0,0,0,0,3,3,1,4,4,7,2,3,2
"8250",1,3,3,2,2,1,1,1,9,4,37,2,7,"BRA",3,2,NA,0,2,0,0,0,0,4,2,1,5,4,9,2,2,4
"8251",1,3,3,2,2,1,2,2,3,4,49,2,8,"BRA",3,3,0,0,2,0,0,0,0,3,3,1,5,4,3,3,3,3
"8252",3,3,3,3,3,1,3,2,2,4,51,2,6,"BRA",4,2,0,1,2,0,0,0,0,4,NA,1,4,4,2,3,NA,4
"8253",1,NA,3,2,2,1,2,3,7,4,21,2,10,"BRA",2,2,0,0,2,0,0,0,0,3,3,1,5,4,7,2,3,4
"8254",2,3,3,3,2,1,2,2,7,4,35,2,8,"BRA",4,2,0,0,1,0,0,0,0,3,3,1,5,4,7,3,3,4
"8255",NA,3,3,NA,1,NA,3,2,2,2,63,2,3,"BRA",3,4,0,0,0,0,0,0,0,3,3,NA,4,2,2,4,3,4
"8256",3,3,2,NA,3,1,2,2,5,2,28,2,6,"BRA",3,3,0,0,2,0,0,0,0,3,3,1,3,2,5,3,3,3
"8257",3,3,2,2,2,2,2,3,2,2,42,2,5,"BRA",1,3,0,0,2,0,0,0,0,2,2,2,3,2,2,2,2,4
"8258",NA,NA,2,2,2,2,2,2,2,2,30,2,5,"BRA",3,2,0,0,1,0,0,0,0,2,2,2,7,2,2,2,2,2
"8259",3,NA,3,3,3,2,2,2,1,1,32,2,2,"BRA",2,2,0,0,2,0,0,0,0,2,2,2,1,1,1,2,2,2
"8260",1,1,3,1,3,2,2,2,2,1,37,2,5,"BRA",2,2,0,0,2,0,0,0,0,2,2,2,5,1,2,2,2,2
"8261",1,3,2,2,2,1,1,1,6,3,48,2,4,"BRA",4,2,0,1,2,0,2,0,0,4,2,1,1,3,6,3,2,2
"8262",2,3,3,3,3,2,2,2,2,4,82,2,NA,"BRA",3,2,0,0,2,0,0,0,0,2,2,2,4,4,2,2,2,4
"8263",2,3,3,3,2,1,1,1,2,2,62,2,10,"BRA",3,3,0,0,2,NA,0,0,0,NA,NA,1,3,2,2,4,NA,2
"8264",1,3,2,3,1,1,2,2,5,4,48,2,6,"BRA",1,2,0,0,2,2,0,0,0,3,2,1,4,4,5,3,2,3
"8265",2,2,2,2,2,1,1,1,5,4,75,2,1,"BRA",1,2,0,0,2,0,0,0,2,2,2,1,5,4,5,2,2,3
"8266",2,NA,3,3,3,1,1,1,2,4,73,2,6,"BRA",4,3,0,0,0,0,0,0,0,4,4,1,5,4,2,4,4,3
"8267",1,1,1,2,2,1,3,1,7,4,19,2,8,"BRA",1,2,0,0,1,0,2,2,0,4,3,1,6,4,7,3,3,3
"8268",1,3,2,2,3,1,2,2,2,4,53,2,1,"BRA",4,3,0,0,2,0,0,0,0,4,4,1,4,4,2,4,4,4
"8269",2,2,1,2,2,1,1,1,2,4,62,2,8,"BRA",1,2,2,0,1,0,0,0,0,4,2,1,2,4,2,3,2,4
"8270",2,3,3,2,3,1,1,1,2,4,49,2,5,"BRA",4,2,0,0,2,0,0,0,0,4,4,1,1,4,2,4,4,4
"8271",2,3,2,2,2,1,2,2,6,4,36,2,2,"BRA",4,3,0,0,1,0,0,0,0,4,3,1,5,4,6,2,3,4
"8272",2,2,2,2,2,1,1,2,7,4,27,2,7,"BRA",4,2,0,0,2,0,0,0,0,4,2,1,5,4,7,2,2,4
"8273",2,2,2,2,2,2,2,3,8,4,22,2,3,"BRA",4,4,0,0,1,0,2,0,0,4,2,2,6,4,8,4,2,4
"8274",1,3,1,2,3,1,3,2,2,4,36,2,8,"BRA",3,4,0,1,1,0,0,2,0,4,3,1,4,4,2,4,3,4
"8275",3,3,3,3,3,1,2,2,2,4,33,2,3,"BRA",4,2,0,0,2,0,2,0,0,4,4,1,1,4,2,4,4,4
"8276",1,3,3,3,3,3,2,4,9,4,38,2,1,"BRA",4,3,0,0,1,0,2,0,0,4,4,3,1,4,9,4,4,4
"8277",1,3,3,2,3,1,2,1,2,4,47,2,NA,"BRA",3,2,0,0,2,0,0,0,0,3,2,1,5,4,2,2,2,2
"8278",3,3,3,3,3,1,4,1,2,4,64,2,8,"BRA",3,1,0,0,2,0,2,0,0,4,3,1,7,4,2,3,3,4
"8279",1,NA,1,2,2,1,2,1,8,4,18,2,NA,"BRA",4,4,0,0,2,0,0,0,0,3,3,1,2,4,8,3,3,4
"8280",1,2,1,2,2,1,2,1,7,4,40,2,5,"BRA",4,4,0,0,0,0,0,0,0,4,4,1,8,4,7,4,4,4
"8281",2,3,3,2,3,1,1,1,2,4,27,2,8,"BRA",4,4,0,0,2,0,0,0,0,4,4,1,5,4,2,2,4,4
"8282",3,3,3,3,3,2,2,2,3,4,38,2,7,"BRA",2,1,0,0,2,0,0,0,0,3,2,2,1,4,3,3,2,3
"8283",3,3,3,3,3,1,1,2,7,4,32,2,6,"BRA",3,2,0,0,2,0,0,0,0,4,4,1,3,4,7,4,4,NA
"8284",1,3,2,1,2,1,1,1,9,3,40,2,5,"BRA",2,2,0,1,2,0,2,0,0,3,2,1,1,3,9,2,2,3
"8285",2,3,2,2,2,1,2,2,2,3,59,2,6,"BRA",4,2,0,0,2,0,1,0,0,4,4,1,5,3,2,4,4,3
"8286",2,3,2,3,2,1,2,2,3,4,56,2,7,"BRA",3,2,0,0,2,0,1,0,0,4,4,1,1,4,3,2,4,4
"8287",2,3,3,3,3,1,2,1,2,2,53,2,4,"BRA",3,2,0,0,0,0,0,0,0,2,2,1,5,2,2,2,2,3
"8288",2,3,2,3,2,1,2,2,7,4,21,2,6,"BRA",4,3,0,0,2,0,0,0,0,3,2,1,5,4,7,2,2,2
"8289",2,3,2,3,NA,1,3,NA,2,2,53,2,5,"BRA",4,2,0,0,0,0,0,0,0,4,2,1,1,2,2,2,2,4
"8290",2,NA,2,2,2,1,1,1,6,4,36,2,2,"BRA",2,2,0,0,2,0,2,0,0,3,3,1,1,4,6,2,3,3
"8291",2,3,3,3,3,1,1,1,3,4,58,2,8,"BRA",3,1,0,0,2,0,0,0,0,3,3,1,5,4,3,2,3,4
"8292",2,3,2,2,2,1,2,1,7,4,44,2,3,"BRA",3,2,0,0,2,0,0,0,0,4,3,1,5,4,7,3,3,2
"8293",2,2,2,2,2,1,1,1,7,4,18,2,5,"BRA",4,1,0,0,2,0,0,0,0,4,2,1,6,4,7,2,2,3
"8294",3,3,2,3,3,2,1,1,7,4,31,2,6,"BRA",4,3,0,0,0,0,0,0,0,3,2,2,5,4,7,3,2,3
"8295",1,3,1,3,3,1,1,2,7,4,25,2,7,"BRA",3,3,0,0,0,0,0,0,0,4,3,1,5,4,7,4,3,4
